ID, TWEET, LABEL
6163,"حماده طلعت اللي رفع علم 🇸🇦 في الاوليمبياد طلع ظابط في القوات المسلحه... ابقوا ورونا هترحلوه ازاي  الاخوات وفولورز دعم",anger
6164,": ليس كالحب مظلوم ، اُسقطت عليه تُهم لم يقترفها !",love
6165,"allli :  سعوديات نطالب باسقاط الولايه26  المراه السعوديه مُشرفه ناجحه وصبوره لولا ان اغلبهن يقف في طريقهن عقبه الولايه .",joy
6166,"انا قلت اهرب زي حضرتك كده برده و اروح الاوليمبياد",none
6167,"313: البعث الكافر ينخر في الدوله بفساده    اتحاد القوي فساد وارهاب   EHS",anger
6168,"لك الله يا سوريا وتبالكل من يتخاذل عن نصرهالمظلومين من القادرين  اللهم انقطعت السبل وقل المعين اﻻ منك فنعم النصيرانت",sadness
6169,"Brk24: ممرضات يبكين اثناء اخراج الرُّضع والخُدّج من الحاضنات بسبب القصف المستمر علي المراكز الصحيه في .  تحترق  فيديو  ملا…",sympathy
6170,":      هي بدايه العبث مع بدايه التدخل الامريكي بتنسيق مع  فرنسا ... وسوف تبدوا لك الايام ما كنت جاهل او مت…",anger
6171,"وحيد في نص الطريق باين علي وجهي الضيق يلحقني  بضيق  واضيع بين ؛ العاارفين مالي قريب ولا  صديق انا حبيب (  الغاايبين ) !",sadness
6172,"النهارده بليل افتتاح الاوليمبياد في ريو دي جانيرو البرازيل .. يعني المتعه والجمال لمشاهده الالعاب والرياضات المختلفه اللي تتابعها ومتزهقش !",joy
6173,"889 ههههههه ماشي خقه",joy
6174,"♬  الحُب : هو المعركه الوحِيده التي ؛ لا ينتصر فيها القوي 🚶",love
6175,"الصدمه في الاشخاص المقربون منك... هيا الكارثه 😨",surprise
6176,"احنا كنا نوفر مصاريف السفر و نشوف لكل لاعب من اللي راحوا الاوليمبياد كلبه ارخص و اقل اهانه",anger
6177,": ميصحش كده يا استاذ سمير !",anger
6178,"يتقدم رئيس واهالي مركز الصالحيه بخالص التعازي لذوي مصوي خاصه وقبيله العوازم عامه في وفاه الشيخ /دخيل الله خاشم بن مصوي رحمه الله",sympathy
6179,"رفع علم بلد تاني في الاوليمبياد(بصرف النظر عن البلد) مُهين",sadness
6180,"كنت بحلم ان ممكن مصر في يوم تنظم اﻻوليمبياد بس متهيالي لو نظمناها ممكن ناخد ميداليه ذهبيه في لعبه ما ويعزفو النشيد الوطني السعودي",none
6181,"الانسان يتغير لسببين : حينما يتعلم اكثر مما يريد او حينما يتاذي اكثر مما يستحق",sadness
6182,"dr sara تعصي الاله وانت تظهر حُبّه  هذا محالٌ في القياس بديع لو كان حبك صادقاً لاطعته  ان المحب لمن يحب مُطيع",surprise
6183,"مش معقووووول والله الي عايزين يمشوا كوبر دول",surprise
6184,"rhaifa:  احساس خالد عبدالرحمن بانساك وانسي ما مضي  وبشـوف بعيونـي الفــرح  بانسي الندم وجرح الهوي  عـلّـه يطيب قلب انـجــرح",love
6185,"ياويلك ياعويدات قامت عليك عاصفه السبام ????????????????????????????????????????????????????????????????????????????????????????????????????  كلنا ضد مريم بيفور82",anger
6186,"يخربييييييييييييت العسسسسسسسسسسسسسل يا جودعان :D :D الواحد لازم يحب العربي بقئ كده بصراحه حلاوه...",surprise
6187,"يا جدع حرام عليك دي هي روح الاوليمبياد",sadness
6188,"تركيا   اخوان كاذبون    وكل المدارس والجمعيات الخيريه المغلقه والجرائد والاذاعات ودور النشر تابعه له ( كلها مُنشائات دينيه )",anger
6189,"كفايا خروج من الاوليمبياد يا جدعان .. جسمنا باظ",sadness
6190,"الفضا وحش لدرجه انك متابع الاوليمبياد 😂😂 كويس ان البريميرليج هيبدا النهارده والاحد سوبر اسبانيا و سوبر المانيا 😂",none
6191,"اليوم ينتهي التصويت اتمناها ترمب تعاطفًا مع ولايتي لكن الاقرب هيلاري (:",sympathy
6192,"هو انا بس اللي متفرجتش علي افتتاح الاوليمبياد 😂",none
6193,"وربنا دعيت بضمير ده انا كنت مصلي الفجر :(",joy
6194,"عيد ميلاد تريكه  كل عام وانت  معشوق الجماهير 💘 ان كان  الاعتزال قرارك ف الجماهير ليك ليس اختيارك…",love
6195,"والله مافيش احلي جوجل في اي حاجه في الدنيا .. ايه الحلاوه والسهوله دي اكتب اسم اي رياضي في السيرش يجبلي هيلعب امتي ومع مين في الاوليمبياد",joy
6196,": يحمل اخته الصغيره بحثا عن ملجا من القصف",sympathy
6197,": كيف لشعب يعتبر اكثر الشعوب عطاءاً وكرماً وهذه  مفخره ، ان يقبل بحكم ساسه فاسدون فاشلون طائفيون؟! ؟!  صافي",surprise
6198,"بتقول نجوي بتنجنن وكل شي بيجي عليها روعه ???????????? الله يحميك ????",love
6199,"حبي الصغير 😍😍😍",love
6200,"الاوليمبياد سباق للدرجات في شوارع البرازيل شغال حاليا لمسافه كبيره جدا...سبت السباق و بتفرج ع الشوارع النظيفه و المغسوله ...اوعدنا يارب",surprise
6201,"mohameed ومجرد التفكير في البعد مرعب فما بالك اذا تحقق 😏😏",fear
6202,": وزاره الشؤون ..علي قولت اخواننا المصريين اسمع كلامك اصدقك ..اشوف امورك استعجب ‼️????????",anger
6203,"روووووووعه يامصر ام الدنيا بعد زمن فساد مبارك",joy
6204,"من تسبب في نزوح هؤلاء الضعفاء !!؟ سيقف بيوم الحساب فل يستعد للجواب !!!؟",sympathy
6205,"يا بختكم يا اهل مكه بالحرم والركون والكعبه اللي بها الزوار يطوفون                      غرد بصوره",love
6206,"ههههههه مالها هي الاوليمبياد تبع الثقه😒",joy
6207,"صار ليل وقامت العالم تروح خايفه انك مثل هالعالم تروح ❣️🎼🌟 صوتها 🎼❣️  صار ليل",fear
6208,"ترنجات التوحيد و النور عامله قلق في حفل افتتاح الاوليمبياد 😂",joy
6209,"انتي مش كنتي قايلالي انه مش هيروح الاوليمبياد اصلا وهيمشي قبلها صحيح؟",surprise
6210,"بتفرج علي ماتشات الping pong في الاوليمبياد تحس العيال دول عفاريت مش بني ادمين زينا.. ييجوا شوفونا واحنا بنلعب في السراج",none
6211,"خسرنا مباراتين امام الاتفاق كنا الافضل وامام الخليج ضيعنا بالكوم",sadness
6212,"نحمم حيواننا الاليف !؟",surprise
6213,"اُقسِمُ انّ اناقتگ ليّ وثغرگ الفاتن تزيد قـلبي عِشقاً وحباً وغراماً بگ",love
6214,"2iL: مافي اخيس من شعور انك خايف من اختبار وبنفس الوقت ما تذاكر.",fear
6215,"اليمن ستنتصر علي رعاه الابل كما انتصرت علي الاتراك ومن قبل علي الاحباش",anger
6216,"وعندما نشتاق لاحد و بشده... يصبح العالم و كانه خالي من البشر ..",sadness
6217,":  الانسانيه اعظم من القانون ، و  الرحمه اسميٰ من العدل 🌹💜",sympathy
6218,"اكيييد حيكسب لان القمه لا تليق الا بالقمه محبوب العالم  محمد عساف ❤",love
6219,"اوليمبياد ريودي جانيرو يعتبر من اكثر الاوليمبياد التي ينتظرها العالم بسبب: فيروز زيكا والعصابات المسلحه والفساد الاداري وعدم تاهيل المرافق.",none
6220,"مفيش حد هيتصل ب رئيس البعثه المصريه في الاوليمبياد يقوله يرحل حماده طلعت علي مصر؟؟؟ كلهم نايميين!!!! خلاص الصبح بقي تكون الناس نسيت",none
6221,"ذبُل الكلام بيننا، شفايده حُبك وانتِ ابعد من السما؟لا سؤال ولا لحظه لقي🌸.  خواطر  الشرقيه  الدمام",love
6222,"عامه الطريق كمان كان واقف واقفه طين و لسه داخل زايد اهو..يوم لاتيف",anger
6223,"احم احم العراق فعلا يستحق ذهبيه الاوليمبياد قدم افضل فريق لعب لحد دلوقتي",none
6224,"توماس باخ هيعمل مؤتمر صحفي جديد عشان العدد النهائي للمشاركين الروس في الاوليمبياد تم استبعاد ال 17 المشاركين في مسابقه التجديف !  Rio2016",none
6225,"زاد الميعاد في حكم العاب القوي و الاوليمبياد",none
6226,"صاحبك اللي اقرب ليك من اهلك ❤️",joy
6227,"free7 من حقاره ووضاعه الهلال يحيي الشهري سجل عليهم بنفس حركه الجربوع !",anger
6228,"هل تعلم ان اليونان تدخل دايما علي راس طابور المشاركين في الاوليمبياد يليها باقي الدول بالترتيب الابجدي",surprise
6229,"سالوا العرص : هل تعلم نسبه البطاله في مصر ؟؟؟ قال : المصريين كلهم ابطال !!!..اعم مش فاضي انا بحارب الارهاب... المختمل تحيا ماسر ...",anger
6230,"الرقم مخيف حقيقي 21 مليون قطعه سلاح",fear
6231,"{اذ تستغيثون ربكم فاستجاب لكم} اللهم انا نستغيثك للمستضعفين من المسلمين في وكل مكان، كن عوناً لهم  يارب انصرهم،وفرج عنهم، واهلك عدوهم..",sympathy
6232,"نيمار يسجل اسرع هدف في تاريخ الاوليمبياد في الثانيه 16",none
6233,": نشجب ونستنكر باشد العبارات لما تعرض له  عمده تاروت من عمل اجرامي جبان ونتمني له الشفاء العاجل  كدا كويس؟ ????",anger
6234,"الاوليمبياد وسنينه",none
6235,"روجر بويز في     التايمز    : كيف فضحت حلب عجز الغرب؟",anger
6236,"وانتصرت حلب فك الحصار عن حلب الله اكبر",joy
6237,"ربنا يصبرهم علي ماابتلاهم الناس دي شافت ظلم كتير ! ربنا يفك اسرهم ويفرج كربهم ويرحم ميتهم ويرد غائبهم  البلتاجي ايقونه ثوره",sympathy
6238,"و صحيح دي هتبقي اول مره في تاريخ الاوليمبياد ان الافتتاح يبقي علي ملعب مش هيبقي عليه منافسات العاب القوي ، الافتتاح علي الماراكانا",surprise
6239,"يايا توريه و صلاح لا طيب؟",surprise
6240,"شوفو لمروكيه حبت تسرق حسام علي ولدو ومرتو  soon  طلياني ثاني ????????????",anger
6241,"وخلاصه التّجارب كلّها في ّ انّك لا تحبّ حين تختار ولا تختار حين تحبّ، وانّنا مع القضاء والقدر حين نولد وحين نحب وحين نموت.",love
6242,": ما يُحْدِثه الغناء مِن نَشْوَه وطَرَب ، وقد اثْبَتَتْ دِراسات علميه تاثير الغناء علي السائقين  كيف لفرح ان يكون ذنب",love
6243,"حالتي النفسيه متسمحش اني اذاكر وامتحن كده تو ماتش",sadness
6244,"المصري محمد حسين الان سباحه النيل الرياضيه  مصر في الاوليمبياد  ريو دي جانيرو 2016",none
6245,": اللهم نستودعك اهل  الموصل واهل اللهم احفظهم وانصرهم اللهم انصر دينك وسنه نبيكﷺوعبادك الصالحين",sympathy
6246,"انا حارجع العب چودو تاني و حاتمرن جامد و اروح الاوليمبياد الاعب الاسرائيلي و اهزمه و لما يجي يسلم عليا حاسلم عليه و اعطس في وشه اغرقه تفافه",none
6247,"اشَتهيّ انْ تَرجعْ بِيّ سَنِينْ لاجلِسْ علَي ارجُوحَہّ ولَا افهَمْ مَ يَدور حَولِيّ .. !”",sadness
6248,"الهاشتاق يمثل قضيه وطنيه ومن حقي كانسان غيور علي وطنه ودينه انه يعارض افكاركم ي ناقصات العقل اجل بنات احرار  قبحتم",anger
6249,"منتخب امريكا لو مخلصش اي ماتش في الاوليمبياد كسبان بفارق 40 نقطه علي الاقل بعتبره مهزوم ! ده فريق خرافي  Rio2016",surprise
6250,"حازم ابو اسماعيل دا امنجي ، استخدموه و بعد كده رموه",anger
6251,"ضاعت اجمل سنيني من عمايل يديك اكذب ان قلت راحت لاجل عينك فدي فرصه العمر قالوا لا غدت ما تجيك جتني اكثر فرص عمري وضاعت سدي",sadness
6252,"ونتي زي النور في طبق بنور",joy
6253,": قلوبنا ❤️ معكم اللهم اقر عيوننا و عيون اهليهم بعودتهم سالمين غانمين ..  عاصفه الحزم  كلنا الجيش السعودي",sympathy
6254,"فعلا خايفه حد ينفجر فيا 😀",fear
6255,": اغار علي اعطافها من ثيابها اذا البستها فوق جسم منعمي  باليمني حب",love
6256,"وهي طيزها عالميه وتستاهل تدخل الاوليمبياد",joy
6257,":  الرحمه : كثيرون علي قيد الحياه ... ولكن قليلون من هم علي قيد الانسانيه ...!",sympathy
6258,"معكم قلباً وقالباً انجلينا جولي ما احسن منا بشي 🙂",sympathy
6259,"ربي جابك لي هديه من السماء ❤️ . . .  ياسمين  الشوق  الاحساس  احساس  شوق  منشن شخص…",love
6260,"جو سيبك انت من الناس الهدامه وعلي راي المثل ( الكلاب تعوي والقافله تسير ) خليهم يعووا",anger
6261,"اتاني هواها قبل ان اعرِف الهوي فصادفَ قلباً خالياً فتمكّنا.",love
6262,"مصر خرجت من بطوله الرمايه في الاوليمبياد بالمركز 41 من 44 .. كانوا جابولهم اهداف من الثوار والاخوان ومناهضي الانقلاب والمُصليين عشان يفلحوا🔫",anger
6263,"alasd العراق كُلهُ مختطف من قبل الرافضه والفُرس عليهم من الله مايستحقونه ..",anger
6264,"؟ دعاء اللهم اني استودعتك عذبي فاحفظه بعينك التي لا تنام ❤️",love
6265,"في الاوليمبياد",none
6266,"شحات بيضرب عالانتركوم عايز اكل و جل لشعره عشان خشن....في ايه يا مصر عالصبح؟! ????",anger
6267,"ايه اللي دخل النواب ولاد المتناكه في الاوليمبياد. ياولاد الوسخه",anger
6268,"shawan: شاطئ نصف القمر ( هاف مون ) 1977م والذي يبعد52كلم عن الخبر من اجمل الاماكن ولا يزال .  قهوه السابعه  فجريات  جماليات",joy
6269,"دعم محمد بن نايف مليون متابع يستاهل ولد نايف 👍هذا شبل من ذاك الاسد من خلف مامات 😌الله يوفقه ويسدد خطاه لما فيه صلاح البلاد والعباد",love
6270,"انا اكون جاهزه قبل الوقت بنص ساعه لكن رافض يفتح معي انا خايفه ان موقعي في الجامعه فيه مشكله رغم انه تم تسديد الرسوم",fear
6271,"ثقافه  الاحتشام  عمومًا، البنت التانيه ماكانتش محجبه بس لابسه sleeves وpants برضه. اللي اتريق كان محتاج دقيقه يفكر ان دي ناس في الاوليمبياد.",none
6272,"Usama ربنا يخليكي يا رب ^ ^",joy
6273,"بمناسبه الاوليمبياد احنا لازم في مصر يكون عندنا رياضه من الاصل قبل ما نفكر نبعت لعيب يجيب ميداليه الحاله منيله خالص",sadness
6274,"alnahdi   مرسي ابن الزيناتي اتهزم يارجاله بالانجليزي",anger
6275,"والله دي تاني مره اخاف من وقت 28 يناير، فعلا خايفه ومرعوبه علي مستقبلي الضبابي",fear
6276,"اما نظم العداله الاجتماعيه فتبعث علي الاطمئنان والفضيله .. يعني كل المشاكل الموجوده الان لم تكن موجوده ايام ناصر",surprise
6277,"قررت اتابع الاوليمبياد",none
6278,"(اتفضح فضيحه حماده في الاوليمبياد) امثال مصريه",none
6279,"اللي حصل ولا معقول التغييرات الصراحه",surprise
6280,"فيه ابناء للقوات المسلحه لسه في الاوليمبياد ولا خلاص كده ؟",none
6281,"الوضع الانساني في الجانب الايسر مخيف جدا ، منذ ايام لا توجد كهرباء ( الرئيسيه والمولدات) ،ومنذ امس بدا انقطاع الماء عن اغلب الاحياء  الموصل",fear
6282,"الحب الذي يملا وقت فراغك لاتقسم به .. ليس",love
6283,"كاظم الساهر  زيديني عشقاً زيديني  يا احلي نوبات جنوني  زيديني",joy
6284,"الله يوفقهم ويستر عليهم",sympathy
6285,"صباح الورد يا عنتبلي بيه !",joy
6286,": نحن الذين بلا وطن يوجعنا المنفي كلما هششنا بالريح شمعه",sadness
6287,": استشهد العميدمحمد بن محمد حسين اليافعي وهو من القيادات المهمه بالحملهعلي تحرير ابين بتفخيخ بزنجبار الله يرحمه ويسكنه فسيح جنا…",sadness
6288,"ما نفسي يجي الاسبوع الجاي خايفه مممره",fear
6289,"مراحل حياه الانسان:  1  الميلاد 2  احا هو في ايه!! 3  الموت",surprise
6290,"الكومنتات  اه جزء جاي من اوريا تعالي شوفي اسكندريه في الشتاء وبعدين اتكلمي وفلاحين متعتبرش شتيمه لما بنقول فلاحين...",anger
6291,"افتتاح الالعاب الاوليمبياد في ريو دي جانيرو البرازيل 2016 دخول الفريق المصري",none
6292,"الاوليمبياد مثلا  من اسباب رفع الضغط عند المصرين",none
6293,": اقسم بالله اللبس اللي انا بجيبه لجوجو بنتي انضف و اشيك من اللبس اللي شيرين المعفنه لابساه في برنامج the voice عرتونا ج…",anger
6294,"من اجمل الصور الخالده جندي سعودي مصاب يقبل راس جندي شهيد حب الوطن لا حدود له ❤  السعوديه",love
6295,"اسمي المشاعر والاحاسيس يشعر بها الانسان تجاه الاخر فالحب ليس مقتصراً ع شريك الحياه بل حبنا لاقرب من اخوه صديق …",love
6296,":   من يثق بك عش معهُ باخلاص لان الثقه لا تُعطي الا لمن نُحب❤",love
6297,"لا يوجد رجل لا يحِب النساء !.. لكن هناك رجل اقتنع بان احداهن تكفِيه ...!! هذا هو حِبيبي...!! ....  عمو",love
6298,"مش عارفه ازاي يحصل كده في حين ان المفروض ان الاوليمبياد حق لكل انسان انه يتفرج عليها😑",sadness
6299,"سامي بهلول 28عاماً لم يستسلم لاعاقته ومضي باصرار لاكمال تعليمه الجامعي فاجتهد وثابر حتي حقق حلمه، واعتلي منصه النجاح",love
6300,": وعاده ابين محرره مطهره من عناصر الاصلاح المسمي قاعده وميليشيات الحوثي صالح المسمي داعش. عاشت ابين وعاش الجنوب العربي",joy
6301,"افتتاح الالعاب الاوليمبياد في ريو دي جانيرو البرازيل 2016 دخول الفريق الاردني",none
6302,"بس هو هيلحق افريقيا بعد الاوليمبياد صح؟",none
6303,"تشكيله  النصر بدون اي لاعب اجنبي..!! بينما تشكيله السير خليفه بـ الاربعه اجانب وبعض المحليين المنضمين حديثاً .!!   دهاء السير خليفه  الاتحاد",anger
6304,"ده قالي في يوم يا حبيبتي خدي القمر  ورحت معاه ومااداني الا السهر",sadness
6305,"شايلاك في نن عيني يا عيني واللي بينك و بيني اشواق كل الاحِبّه وحنين المحرومين  ورده",love
6306,"خلاصه يومين فرجه علي الاوليمبياد : البعثه المصريه فيها لاعيبه تقريباً اتفاجؤا انهم هيلعبوا او حد صحاهم من النوم علي البرازيل علطول",surprise
6307,"ممكن نبطل هري و كلام في الكوره و نشوف الابطال اللي بجد في الاوليمبياد بيعملوا حاجه تشرف بجد  Rio2016",joy
6308,"الاجسام رهيبه في الاوليمبياد علي مستوي كل الالعاب الفردي والجماعي من الجنسين .. منظرهم مبهر فشخ",joy
6309,"كوسوفو اللي مشاركه ب8 لاعبين في الاوليمبياد واول مره في حياتهم يشاركوا اصلاً، اخدت ذهبيه في الجودو! واحنا مشاركين ب140، كل يوم بيطلع 10منهم.",surprise
6310,"انا صابني الحزن ماقولتش ليه وعاندني الحزن قدرت عليه...",sadness
6311,"اللهم انتصر لضعفائهم واطفالهم ونسائهم وشيوخهم",sympathy
6312,"al:   silo هاهم جنود الفرقه الذهبيه من داخل ارض الموصل لن نتراجع ولن ننسحب سنقاتلكم وستكون نهايتكم علي يدنا",anger
6313,"اندي موراي معاه فرصتين للصعود لنهائي الاوليمبياد",none
6314,"ibrahim هيا انا معك الان وتحداني مره ثانيه نجيب صحيح البخاري  ونفتح الصفحه واذا وجدنا ان عمر رضي الله عنه وحشاه من ذلك كان لوطياً",anger
6315,"يعني مثلا الاوليمبياد اهم موجودين ولعبوا ماتش قدام البرازيل كويس وعندهم لاعب اسمه علي عدنان صراحه لاعب كويس فشخ",none
6316,"صامته وفي قلبي انين روح مجروحه",sadness
6317,"لقد هرمنا من اجل هذه اللحظه .. هنسقط يا موزه :D :D",joy
6318,"كاريكاتير الرياض لايمثلني  لا تمثلني اطلاقاً ،، لانها و ببساطه اكبر صحيفه عنصريه ????",anger
6319,"الكويت اتمنعت من دخول الاوليمبياد والبطل ده دخل بدون علم وعلشان كده هو تحت العلم الاوليمبي وسبب منع الكويت👈 التدخل الحكومي😉",none
6320,"d15: حلو لما يكون فيه انسان علي قد ما انت خايف تفقده هو خايف يفقدك وعلي قد ما انت معتبره سعادتك هو شايفك الدنيا بعينه",fear
6321,"هكذا يباد  الاطفال في  العراق بدهس بالدبابات وهم احياء اين الانسانيه بل اين الخوف من الله 💔",sympathy
6322,"انت انسان مش محترم وكفايه كلام عن برونزيات مصر في الاوليمبياد",anger
6323,"قهر وفقر وجوع كان الله في عونهم ثلاث مهلكات تنوء بحملها الجبال الرواسي !!",sympathy
6324,"انا خايفه من البلد دي .. خايفه جدا والله",fear
6325,"افضل مدرب..! وفي تاريخه ولا بطوله افضل مدرب ..! وجميع اهداف الاهلي بكور ثابته افضل مدرب ..! يخسر من سامي افضل مدرب ..! ويبعد شيفو",surprise
6326,"يسعد مساكم ^ ^",joy
6327,"صباح الخير ايهم  كل سنه وانت سالم",joy
6328,":   25jan   اعوذ بالله مايسوي هذا الرز اللي تحكوا عنه قطره دم لواحد من اخواننا المصريين الله يحميك يامصر ويحفظ…",sympathy
6329,"ibrahim:  مهند مات احلي ما فينا مات يااا  مصر 😢 و احلنا شبابنــــــا اللي بيموتوا 😢😢✋ نهايتنا في بلدنا  الموووت 😢😢✋👇",sadness
6330,"مازال احمد الفريدي يثبت تدني اخلاقه حتي بالمباريات الوديه ????    بطوله تبوك الوديه",anger
6331,"يمزق القلوب براءه الاطفال في تغتالها الغارات الجويه..",sympathy
6332,"“  alriyadh: وزاره الصحه تشدد علي منع الاختلاط في المحاضرات الطبيه .   السعوديه  الصحه  الاختلاط،،، عوده الي الوراء ، وتحكم لوبي الشك",sadness
6333,"نساء الاولمبياد لايمثلوننا لتحديد وحصر توجهات المشاركين فقط: هل تمثلك الفتاه المشاركه في الاوليمبياد؟",none
6334,"الاطفال طفل يتحدث عن اخيه المصاب ب  متلازمه دوان متلازمه الحب 💗",sympathy
6335,"alq:     كلناااا معكم ...",sympathy
6336,"Ill: من سخريه القدر ان يكون بيننا من يحرم سماع العمالقه طلال مداح او محمد عبده ويطرب لسماع هذا النشاز القبيح",anger
6337,"اليمن ماقلت شي ولو اهل اليمن اردو ان يسقطو عفاش والحوثي لاسقطوه بس غلب عليهم الكلام دون الفعل",anger
6338,"حتّي مُعانقتك وتقبيلك فِ الخيال لذهَ 💞✖ .  مشاعر  بوح  عناق  هو ده",love
6339,"قلوبنا معكم ❤❤❤و دعائنا لكم 💗💗  للحشد انتمي",sympathy
6340,"البدري فرغلي    : يا خسارتك يا مصر.. الجنسيه هتتباع بالفلوس  ولسه ياما هنشوف لسه مع العميل القزم عليه العوض",sadness
6341,"1r:  الامير منصور بن ناصر بن فهد ال سعود قيمه هالخرفان والعلف قيمه راتب سعودي وانت تحاول تهين بها الناغي. هنا يقترن الترف والحماقه و…",anger
6342,"بحلم بيك انا بحلم بيك تارارا را رام",joy
6343,": اللهم انا نستودعك برها وبحرها، رجالها ونساؤها، اطفالها وشيوخها، يامن لا تضيع عنده الودائع.",sympathy
6344,"يارب تناديك يا للله  يارب اطفال تناجيك يارب انته عوننا يارب والعرب خزلونا  يالله",sympathy
6345,"هيعملوا حوار معاه قبل الاستاذ وائل الابراشي؟",surprise
6346,"انجازات ابطالنا في الاوليمبياد .. رفعت اسم الوطن عالي .. برغم الايقاف .. وصفعه بوجه كل .. نائب وقف ضدهم .. وضد الرياضه. مبروك وننتظر المزيد.",joy
6347,"اللقطه دي من اجمل وارق واصدق اللقطات اللي شفتها في الاوليمبياد دي.",joy
6348,"هو حفل افتتاح الاوليمبياد امتي؟",none
6349,"ايوه يعني لو انا عاوز اشجع اللاعيبه المصريه في الاوليمبياد ارفع علم مصر ولا علم السعوديه!!!!!!!!!!  رجعوا حماده",surprise
6350,"اعدام 21 داعيه سنيا في ايران ان شاءالله انهم مظلومين  واحنا عندنا عدد بالمثل جواسيس  واذناب لاايران خليه التجسس  السيف بيمر عليهم قريب",anger
6351,": شاركونا الهاشتاق  اجرام نظام الملالي بحق سنه  ايران لاينبغي ابدا السكوت عليه افضحوهم   اعدام 21 داعيه سنيا في ايران",anger
6352,"عرفتوا ليه العالم المعرصه دي خايفه من جمهورالاهلي وخايفه م المدرجات",fear
6353,"❤︎ ، ، ، صـعـب فـرقـااااااهــ صـعـب انـسـاااااه🚶🏻💔  مساء الشوق 💫  قبل يومين 👌  عراقي …",love
6354,"الستات رافعين اسم مصر بره يا خيبتنا التقيله يا رجاله مصر الف مبروك لمصر فوز  ساره سمير ببرونزيه رفع الاثقال في الاوليمبياد 🇪🇬 👍",joy
6355,"شاب يموت حزنا علي شقيقه ويسالونك عن الامان قل هو عطف اخ ..😢💔",sympathy
6356,"ومعرفش يرفع اي حاجه امبارح هل احنا معندناش حد بداله يشارك وازاي تجيب لاعب تدربه تلت شهور بعد اصابه ويشارك بعدها في الاوليمبياد!",anger
6357,"تحيه لكل لاعبي مصر  اللي رفعوا علم مصر بس  في الاوليمبياد .. عارفين تحديكم لكل الظروف وبرونزيتكم عندنا دهب والله .. ربنا يحميكم",joy
6358,"وفود دوليه و عالميه و ميداليات و افتتاح و صرف و مشاهير و سياسيين اكبر الدول يحضروا في حدث مهم زي الاوليمبياد و الليبيين ساهرين عشان الدرايق",none
6359,"في ناس بتكون عم تضحك قدامك،عيونن عم تلمع، فجاه بتصير تتغير ملامحن شوي شوي من ضحكه لزعل،و عيونن بتصير شارده، بتنطفي اللمعه،بترجعلن غصه.",sadness
6360,"الميداليات التي حصدناها في الاوليمبياد فقط في رفع الاثقال. تحمل المشاكل والعيش بها الموهبه الوحيده المتبقيه نتيجه فشل وفساد النظم المتعاقبه.",none
6361,"خائفه جداً من ان احبك ولا تبادلني هذا الحب..!  meera  bh 💙",fear
6362,"والله الواحد فرحان للاردن، اول ميداليه في تاريخ الاوليمبياد دهب :D",joy
6363,": لا يمكن اخفاء الحب مهما حاولنا في المراه تفضحها الغيره والرجل يفضحه الاهتمام",love
6364,"CNN قذره وبالعربي ان شاء الله كل امريكا تقع بل وتحترق وﻻ يبقي فيها ﻻ اسم وﻻ مكان علي خريطه العالم ..مصر هتجننكوا يا قاذورات ..",anger
6365,"كان اقصي احلامنا ان ناكل ونشرب ونتعالج فلم نجد اي شيء من هذا فانتحرت ابنتي واسرتها .. وقهر في بلد العهر",sadness
6366,"متضامنون معكم  اضراب الاطباء العمانيين5",sympathy
6367,"zlli: حائط الحنان في لندن كل من يعاني الجفاف العاطفي يلجا اليه فتمتد منه ايادي وتعانقك المفروض يحطونه بالسعوديه ????.",love
6368,"يعني دلوقتي دوله مش قادره توفر دواء و في ماتش تلم ملاين و شعب يقولك معيش فلوس.ناس ديه فعلا ملهمش غير ربنا يتولاهم برحمته. انقذوا اطفال سرطان",sympathy
6369,"وعشان كده بولت هو نجم الشباك الاول في الاوليمبياد .. حتي في وجود اعظم اوليمبي في التاريخ",none
6370,"مش عارف ابتدي مذاكره منين :/",sadness
6371,"ذبيح الفلوجه كاظم الركابي من اهالي قلعه سكر في الناصريه ترك ايتام. .وبالمناسبه لا احد تكلم عنه. لا احد وصل صوت اهله  الله يرحمه",sympathy
6372,"اعتقد دي احسن مشاركه لمنتخب الطايره اشوفها في الاوليمبياد .. كفايه اننا كسبنا ماتش يعني :D",joy
6373,"دا خوف وعدم ثقه فعلا ،، انتي ركزي فالموقف قدامك وسيبك من معتقداتك القديمه والحاجات اللي حصلتلك زمان و مخوفاكي",fear
6374,"ودي اعلق… بس خايف من الشرطه الالكترونيه 🤔",fear
6375,"يمه والله روبي احس اني خايفه مع ان صار لي اسبوع ادرسله😭",fear
6376,"ما هو لو كان في اسكواش في الاوليمبياد كنا ضمنا الذهبيه والفضيه والبرونزيه مع بعض كده كلهم !  ريو2016  مصر",none
6377,"مواصلات وورق وكورسات 😂وف الاخر في جبل ورق فوق المكتب خايفه اقربله ينفجر 😖😂😂",fear
6378,"خايفه اجيك ومالي في قلبك مكان و خايفه احكي لك عن شوقي و تهملني مثل اخر مره",fear
6379,"في ناس الغربه كسراها وناس الغربه كارهاها وناس مضطره فـ بتبعد وشايله بلدها جواها 😓😓",sadness
6380,"دعاء نازله الجنينه حياتي?  StaracArabia   DoaaElSebaii  دعاء السباعي دعاء السباعي دعاء السباعي",joy
